incident_id,description,severity
7782,"Harassment case recorded in a village in Uttar Pradesh, impacting a teenage student.",Medium
7783,A woman in distress was subjected to discrimination inside a government office in Chennai.,Medium
7784,An incident of domestic violence involving a young girl was reported at a police station in Jharkhand.,Medium
7785,A complaint was lodged about honor killing targeting a female police officer inside a government office in Chennai.,High
7786,An incident of forced labor involving a single mother was reported outside a temple in Varanasi.,High
7787,"Child marriage case recorded in a slum area of Dharavi, impacting a working woman.",High
7788,A complaint was lodged about molestation targeting a working woman at a police station in Jharkhand.,High
7789,An incident of threatening behavior involving a woman in distress was reported inside a government office in Chennai.,Medium
7790,A child faced cyberbullying in a busy market in Kolkata.,Medium
7791,A complaint was lodged about molestation targeting a domestic worker at a cinema hall in Gujarat.,High
7792,An incident of neglect involving a domestic worker was reported in an apartment complex in Kerala.,Medium
7793,A female police officer was subjected to threatening behavior in a busy market in Kolkata.,Medium
7794,A female police officer was subjected to rape attempt at a cinema hall in Gujarat.,High
7795,A working woman was subjected to dowry harassment near a railway station in Mumbai.,Medium
7796,A complaint was lodged about dowry harassment targeting a young girl near a highway toll booth in Rajasthan.,Medium
7797,An incident of domestic violence involving a widow was reported outside a temple in Varanasi.,Medium
7798,An incident of physical assault involving a young girl was reported on a deserted road in Bihar.,High
7799,A young girl was subjected to human trafficking in a village in Uttar Pradesh.,High
7800,"Dowry harassment case recorded at a metro station in Delhi, impacting a teenage student.",Medium
7801,A child faced fraud near a coaching center in Kota.,Medium
7802,An incident of dowry harassment involving a widow was reported at a police station in Jharkhand.,Medium
7803,A working woman faced child marriage at a metro station in Delhi.,High
7804,"Cyberbullying case recorded inside a hostel in Punjab, impacting a married woman.",Medium
7805,A complaint was lodged about child marriage targeting a single mother in a public park in Chandigarh.,High
7806,A widow faced child marriage in a mall in Pune.,High
7807,A complaint was lodged about stalking targeting a domestic worker in a public park in Chandigarh.,Medium
7808,A complaint was lodged about discrimination targeting a domestic worker inside a hostel in Punjab.,Medium
7809,An incident of fraud involving a young girl was reported near a coaching center in Kota.,Low
7810,A domestic worker faced cyberbullying in a village in Uttar Pradesh.,Medium
7811,A teenage student was subjected to forced begging inside a hostel in Punjab.,Medium
7812,A complaint was lodged about molestation targeting a working woman at a police station in Jharkhand.,High
7813,A complaint was lodged about threatening behavior targeting a child at a cinema hall in Gujarat.,Medium
7814,A complaint was lodged about threatening behavior targeting a teenage student in a mall in Pune.,Medium
7815,A complaint was lodged about domestic violence targeting a child inside a hostel in Punjab.,Low
7816,A single mother faced child marriage outside a temple in Varanasi.,High
7817,A working woman faced rape attempt on a footbridge in Assam.,High
7818,"Domestic violence case recorded on a deserted road in Bihar, impacting a female police officer.",Medium
7819,A single mother faced rape attempt in an apartment complex in Kerala.,High
7820,A woman in distress was subjected to threatening behavior outside a temple in Varanasi.,Medium
7821,An incident of harassment involving a single mother was reported at a metro station in Delhi.,Medium
7822,A child faced verbal abuse on a deserted road in Bihar.,Low
7823,"Molestation case recorded inside a government office in Chennai, impacting a working woman.",High
7824,A young girl was subjected to kidnapping in an apartment complex in Kerala.,High
7825,A domestic worker faced threatening behavior in an apartment complex in Kerala.,Medium
7826,An incident of forced begging involving a female police officer was reported outside a temple in Varanasi.,Low
7827,A child faced forced labor at a cinema hall in Gujarat.,High
7828,A female police officer was subjected to honor killing near a railway station in Mumbai.,High
7829,A single mother faced harassment near a coaching center in Kota.,Medium
7830,A widow was subjected to discrimination at an IT park in Noida.,Medium
7831,A teenage student faced chain snatching outside a temple in Varanasi.,Medium
7832,An incident of eve-teasing involving a woman in distress was reported inside a hostel in Punjab.,Medium
7833,"Honor killing case recorded in an apartment complex in Kerala, impacting a domestic worker.",High
7834,"Physical assault case recorded outside a temple in Varanasi, impacting a teenage student.",High
7835,"Fraud case recorded at a police station in Jharkhand, impacting a working woman.",Low
7836,A child was subjected to child marriage in a village in Uttar Pradesh.,High
7837,An incident of human trafficking involving a female traveler was reported at a police station in Jharkhand.,High
7838,"Kidnapping case recorded at an IT park in Noida, impacting a woman in distress.",High
7839,A complaint was lodged about verbal abuse targeting a female traveler inside a government office in Chennai.,Medium
7840,"Forced labor case recorded near a railway station in Mumbai, impacting a married woman.",High
7841,A female traveler was subjected to eve-teasing near a highway toll booth in Rajasthan.,Medium
7842,"Child marriage case recorded at a cinema hall in Gujarat, impacting a married woman.",High
7843,"Human trafficking case recorded in a village in Uttar Pradesh, impacting a woman in distress.",High
7844,An incident of public indecency involving a young girl was reported near a coaching center in Kota.,Low
7845,An incident of dowry harassment involving a woman in distress was reported near a coaching center in Kota.,Medium
7846,A single mother was subjected to forced labor inside a government office in Chennai.,High
7847,An incident of dowry harassment involving a married woman was reported outside a temple in Varanasi.,Medium
7848,A complaint was lodged about stalking targeting a widow outside a temple in Varanasi.,Medium
7849,An incident of stalking involving a female police officer was reported in a village in Uttar Pradesh.,Medium
7850,A complaint was lodged about cyberbullying targeting a young girl in a busy market in Kolkata.,Medium
7851,A female traveler faced fraud on a footbridge in Assam.,Medium
7852,A complaint was lodged about illegal detention targeting a widow at a police station in Jharkhand.,Medium
7853,"Acid attack case recorded at a metro station in Delhi, impacting a woman in distress.",High
7854,A teenage student faced cyberbullying at an IT park in Noida.,Medium
7855,A working woman faced illegal detention in a public park in Chandigarh.,Medium
7856,A female police officer was subjected to threatening behavior in a mall in Pune.,Medium
7857,"Threatening behavior case recorded in a school in Hyderabad, impacting a teenage student.",Medium
7858,A domestic worker faced honor killing in a village in Uttar Pradesh.,High
7859,A widow was subjected to child marriage at an IT park in Noida.,High
7860,An incident of child marriage involving a single mother was reported at a police station in Jharkhand.,High
7861,A complaint was lodged about dowry harassment targeting a working woman in a school in Hyderabad.,Medium
7862,An incident of acid attack involving a female traveler was reported in a village in Uttar Pradesh.,High
7863,A female traveler faced dowry harassment at a cinema hall in Gujarat.,Medium
7864,A complaint was lodged about harassment targeting a widow on a deserted road in Bihar.,Medium
7865,A teenage student faced human trafficking in a village in Uttar Pradesh.,High
7866,An incident of physical assault involving a single mother was reported on a deserted road in Bihar.,High
7867,A single mother faced public indecency in a village in Uttar Pradesh.,Medium
7868,An incident of discrimination involving a female traveler was reported in a busy market in Kolkata.,Medium
7869,An incident of verbal abuse involving a female police officer was reported at a cinema hall in Gujarat.,Low
7870,A single mother was subjected to honor killing in an apartment complex in Kerala.,High
7871,"Kidnapping case recorded in an apartment complex in Kerala, impacting a woman in distress.",High
7872,A complaint was lodged about rape attempt targeting a female traveler inside a government office in Chennai.,High
7873,"Rape attempt case recorded in a mall in Pune, impacting a teenage student.",High
7874,A complaint was lodged about eve-teasing targeting a female police officer outside a temple in Varanasi.,Medium
7875,"Eve-teasing case recorded in a public park in Chandigarh, impacting a woman in distress.",Medium
7876,A teenage student was subjected to public indecency on a crowded bus in Bengaluru.,Medium
7877,A teenage student faced neglect on a crowded bus in Bengaluru.,Medium
7878,An incident of acid attack involving a domestic worker was reported outside a temple in Varanasi.,High
7879,A complaint was lodged about human trafficking targeting a teenage student in a school in Hyderabad.,High
7880,"Harassment case recorded near a coaching center in Kota, impacting a child.",Medium
7881,A teenage student was subjected to stalking in a public park in Chandigarh.,Medium
7882,A young girl was subjected to illegal detention on a crowded bus in Bengaluru.,Low
7883,An incident of chain snatching involving a working woman was reported outside a temple in Varanasi.,Medium
7884,A working woman was subjected to human trafficking on a deserted road in Bihar.,High
7885,A complaint was lodged about eve-teasing targeting a young girl at a metro station in Delhi.,Medium
7886,A female traveler was subjected to molestation at a metro station in Delhi.,High
7887,A complaint was lodged about eve-teasing targeting a female traveler in a busy market in Kolkata.,Medium
7888,A complaint was lodged about harassment targeting a married woman at an IT park in Noida.,Medium
7889,An incident of public indecency involving a single mother was reported in a slum area of Dharavi.,Low
7890,A woman in distress faced forced labor in an apartment complex in Kerala.,High
7891,A complaint was lodged about child marriage targeting a young girl in a village in Uttar Pradesh.,High
7892,A female traveler faced molestation inside a government office in Chennai.,High
7893,A child faced public indecency on a crowded bus in Bengaluru.,Medium
7894,An incident of domestic violence involving a teenage student was reported inside a government office in Chennai.,Medium
7895,A working woman faced verbal abuse at a metro station in Delhi.,Low
7896,An incident of stalking involving a child was reported on a deserted road in Bihar.,Medium
7897,A married woman faced public indecency in a public park in Chandigarh.,Low
7898,A female police officer was subjected to rape attempt in a village in Uttar Pradesh.,High
7899,A widow was subjected to honor killing outside a temple in Varanasi.,High
7900,A complaint was lodged about fraud targeting a teenage student in a village in Uttar Pradesh.,Medium
7901,A child was subjected to molestation at a police station in Jharkhand.,High
7902,A complaint was lodged about cyberbullying targeting a single mother in a school in Hyderabad.,Medium
7903,A female police officer faced neglect at a cinema hall in Gujarat.,Low
7904,A teenage student faced illegal detention inside a hostel in Punjab.,Medium
7905,A single mother faced stalking inside a hostel in Punjab.,Medium
7906,"Child marriage case recorded at a cinema hall in Gujarat, impacting a domestic worker.",High
7907,A female police officer faced rape attempt at an IT park in Noida.,High
7908,An incident of chain snatching involving a female traveler was reported outside a temple in Varanasi.,Low
7909,A working woman faced child marriage on a crowded bus in Bengaluru.,High
7910,An incident of illegal detention involving a child was reported on a footbridge in Assam.,Medium
7911,A complaint was lodged about child marriage targeting a child in a school in Hyderabad.,High
7912,A teenage student faced neglect in a village in Uttar Pradesh.,Medium
7913,"Threatening behavior case recorded on a deserted road in Bihar, impacting a teenage student.",Medium
7914,A married woman was subjected to honor killing at an IT park in Noida.,High
7915,A complaint was lodged about threatening behavior targeting a married woman on a crowded bus in Bengaluru.,Medium
7916,An incident of stalking involving a widow was reported inside a government office in Chennai.,Medium
7917,A widow faced public indecency in a village in Uttar Pradesh.,Low
7918,A married woman was subjected to acid attack at a police station in Jharkhand.,High
7919,A teenage student was subjected to verbal abuse inside a hostel in Punjab.,Medium
7920,A female police officer was subjected to acid attack in a school in Hyderabad.,High
7921,An incident of forced begging involving a female traveler was reported in a public park in Chandigarh.,Low
7922,"Domestic violence case recorded in an apartment complex in Kerala, impacting a teenage student.",Medium
7923,"Dowry harassment case recorded in a school in Hyderabad, impacting a woman in distress.",Medium
7924,A married woman was subjected to forced labor on a crowded bus in Bengaluru.,High
7925,"Threatening behavior case recorded in a village in Uttar Pradesh, impacting a child.",Medium
7926,A female traveler faced illegal detention outside a temple in Varanasi.,Low
7927,A complaint was lodged about public indecency targeting a female traveler inside a government office in Chennai.,Low
7928,An incident of discrimination involving a widow was reported at an IT park in Noida.,Medium
7929,A complaint was lodged about physical assault targeting a young girl in a school in Hyderabad.,High
7930,A female police officer faced neglect at an IT park in Noida.,Medium
7931,A married woman was subjected to fraud on a footbridge in Assam.,Medium
7932,"Kidnapping case recorded in a public park in Chandigarh, impacting a young girl.",High
7933,"Eve-teasing case recorded outside a temple in Varanasi, impacting a teenage student.",Medium
7934,An incident of threatening behavior involving a married woman was reported in a mall in Pune.,Medium
7935,A young girl was subjected to forced labor on a deserted road in Bihar.,High
7936,"Forced labor case recorded at a metro station in Delhi, impacting a teenage student.",High
7937,"Stalking case recorded in a busy market in Kolkata, impacting a young girl.",Medium
7938,A domestic worker faced acid attack near a railway station in Mumbai.,High
7939,A complaint was lodged about child marriage targeting a married woman in a public park in Chandigarh.,High
7940,A female police officer faced cyberbullying in a school in Hyderabad.,Medium
7941,A single mother was subjected to cyberbullying on a deserted road in Bihar.,Medium
7942,"Fraud case recorded at an IT park in Noida, impacting a teenage student.",Low
7943,"Discrimination case recorded on a crowded bus in Bengaluru, impacting a working woman.",Medium
7944,An incident of discrimination involving a child was reported at a cinema hall in Gujarat.,Medium
7945,A widow was subjected to kidnapping on a deserted road in Bihar.,High
7946,"Eve-teasing case recorded in a mall in Pune, impacting a woman in distress.",Medium
7947,An incident of human trafficking involving a young girl was reported in a school in Hyderabad.,High
7948,A teenage student faced child marriage near a coaching center in Kota.,High
7949,A working woman was subjected to forced labor at a police station in Jharkhand.,High
7950,"Neglect case recorded at an IT park in Noida, impacting a working woman.",Medium
7951,A child faced forced labor on a deserted road in Bihar.,High
7952,A teenage student was subjected to cyberbullying in a public park in Chandigarh.,Medium
7953,"Acid attack case recorded on a crowded bus in Bengaluru, impacting a female traveler.",High
7954,A female traveler was subjected to verbal abuse at an IT park in Noida.,Medium
7955,A teenage student was subjected to child marriage outside a temple in Varanasi.,High
7956,A working woman was subjected to kidnapping near a highway toll booth in Rajasthan.,High
7957,A widow faced eve-teasing at a metro station in Delhi.,Medium
7958,"Acid attack case recorded at a cinema hall in Gujarat, impacting a young girl.",High
7959,"Verbal abuse case recorded in a mall in Pune, impacting a woman in distress.",Medium
7960,A teenage student was subjected to physical assault in a slum area of Dharavi.,High
7961,"Human trafficking case recorded near a coaching center in Kota, impacting a domestic worker.",High
7962,A woman in distress faced fraud at an IT park in Noida.,Low
7963,A female police officer faced public indecency near a highway toll booth in Rajasthan.,Medium
7964,A female police officer was subjected to threatening behavior inside a government office in Chennai.,Medium
7965,A female traveler faced physical assault on a deserted road in Bihar.,High
7966,A female police officer faced fraud at an IT park in Noida.,Low
7967,A complaint was lodged about threatening behavior targeting a young girl near a railway station in Mumbai.,Medium
7968,"Child marriage case recorded in a village in Uttar Pradesh, impacting a female traveler.",High
7969,"Honor killing case recorded in a school in Hyderabad, impacting a teenage student.",High
7970,A working woman was subjected to kidnapping in an apartment complex in Kerala.,High
7971,A teenage student faced domestic violence in a school in Hyderabad.,Low
7972,A complaint was lodged about acid attack targeting a widow on a crowded bus in Bengaluru.,High
7973,An incident of kidnapping involving a widow was reported on a deserted road in Bihar.,High
7974,An incident of eve-teasing involving a married woman was reported in an apartment complex in Kerala.,Medium
7975,"Chain snatching case recorded on a deserted road in Bihar, impacting a married woman.",Medium
7976,A married woman faced cyberbullying on a deserted road in Bihar.,Medium
7977,An incident of discrimination involving a working woman was reported in an apartment complex in Kerala.,Medium
7978,A female traveler was subjected to kidnapping at an IT park in Noida.,High
7979,"Acid attack case recorded at an IT park in Noida, impacting a widow.",High
7980,A child was subjected to acid attack on a footbridge in Assam.,High
7981,A widow was subjected to harassment on a crowded bus in Bengaluru.,Medium
7982,A single mother faced forced labor in a slum area of Dharavi.,High
7983,A married woman faced child marriage in a public park in Chandigarh.,High
7984,"Dowry harassment case recorded at an IT park in Noida, impacting a working woman.",Medium
7985,A complaint was lodged about threatening behavior targeting a widow inside a hostel in Punjab.,Medium
7986,"Threatening behavior case recorded in an apartment complex in Kerala, impacting a married woman.",Medium
7987,A complaint was lodged about illegal detention targeting a woman in distress near a railway station in Mumbai.,Low
7988,An incident of stalking involving a female police officer was reported inside a hostel in Punjab.,Medium
7989,A complaint was lodged about public indecency targeting a woman in distress at an IT park in Noida.,Low
7990,A widow faced neglect in a public park in Chandigarh.,Low
7991,A working woman faced forced begging at a police station in Jharkhand.,Medium
7992,An incident of acid attack involving a woman in distress was reported on a crowded bus in Bengaluru.,High
7993,A widow was subjected to verbal abuse at a police station in Jharkhand.,Low
7994,A young girl was subjected to acid attack in a busy market in Kolkata.,High
7995,A complaint was lodged about eve-teasing targeting a young girl near a highway toll booth in Rajasthan.,Medium
7996,A teenage student was subjected to stalking in a village in Uttar Pradesh.,Medium
7997,A teenage student faced dowry harassment at an IT park in Noida.,Medium
7998,A married woman faced acid attack at a metro station in Delhi.,High
7999,A teenage student was subjected to molestation on a deserted road in Bihar.,High
8000,A complaint was lodged about verbal abuse targeting a female police officer at an IT park in Noida.,Medium
8001,A married woman was subjected to eve-teasing in a school in Hyderabad.,Medium
8002,A complaint was lodged about human trafficking targeting a single mother on a deserted road in Bihar.,High
8003,A female police officer faced eve-teasing at a metro station in Delhi.,Medium
8004,A woman in distress faced harassment in a mall in Pune.,Medium
8005,A complaint was lodged about human trafficking targeting a female police officer near a highway toll booth in Rajasthan.,High
8006,A single mother faced verbal abuse outside a temple in Varanasi.,Medium
8007,"Fraud case recorded inside a government office in Chennai, impacting a woman in distress.",Medium
8008,A teenage student was subjected to eve-teasing at a cinema hall in Gujarat.,Medium
8009,A single mother faced domestic violence at a police station in Jharkhand.,Low
8010,"Kidnapping case recorded in a school in Hyderabad, impacting a female traveler.",High
8011,An incident of discrimination involving a woman in distress was reported at a cinema hall in Gujarat.,Medium
8012,An incident of rape attempt involving a domestic worker was reported near a railway station in Mumbai.,High
8013,A female traveler faced verbal abuse on a footbridge in Assam.,Low
8014,An incident of honor killing involving a working woman was reported in a village in Uttar Pradesh.,High
8015,A complaint was lodged about verbal abuse targeting a domestic worker in a busy market in Kolkata.,Low
8016,A domestic worker faced physical assault in a slum area of Dharavi.,High
8017,An incident of fraud involving a child was reported near a highway toll booth in Rajasthan.,Low
8018,An incident of cyberbullying involving a single mother was reported in a busy market in Kolkata.,Medium
8019,"Public indecency case recorded near a highway toll booth in Rajasthan, impacting a teenage student.",Medium
8020,An incident of forced begging involving a married woman was reported at a metro station in Delhi.,Medium
8021,"Public indecency case recorded in an apartment complex in Kerala, impacting a female traveler.",Medium
8022,"Forced begging case recorded in a mall in Pune, impacting a child.",Medium
8023,An incident of fraud involving a working woman was reported inside a hostel in Punjab.,Medium
8024,A domestic worker faced verbal abuse in a busy market in Kolkata.,Low
8025,A female traveler was subjected to public indecency at a metro station in Delhi.,Low
8026,A married woman was subjected to acid attack at a cinema hall in Gujarat.,High
8027,A complaint was lodged about rape attempt targeting a single mother on a footbridge in Assam.,High
8028,An incident of harassment involving a working woman was reported on a crowded bus in Bengaluru.,Medium
8029,A teenage student faced human trafficking at a metro station in Delhi.,High
8030,"Threatening behavior case recorded on a crowded bus in Bengaluru, impacting a female traveler.",Medium
8031,A widow faced dowry harassment at a metro station in Delhi.,Medium
8032,"Fraud case recorded in a public park in Chandigarh, impacting a single mother.",Low
8033,An incident of verbal abuse involving a woman in distress was reported on a crowded bus in Bengaluru.,Low
8034,"Neglect case recorded on a deserted road in Bihar, impacting a female police officer.",Medium
8035,An incident of discrimination involving a female traveler was reported near a coaching center in Kota.,Medium
8036,A widow faced child marriage in a mall in Pune.,High
8037,A widow was subjected to forced begging on a crowded bus in Bengaluru.,Low
8038,An incident of discrimination involving a single mother was reported near a highway toll booth in Rajasthan.,Medium
8039,A complaint was lodged about forced begging targeting a domestic worker at a police station in Jharkhand.,Low
8040,A female police officer was subjected to verbal abuse near a highway toll booth in Rajasthan.,Low
8041,An incident of kidnapping involving a domestic worker was reported in an apartment complex in Kerala.,High
8042,An incident of dowry harassment involving a young girl was reported inside a government office in Chennai.,Medium
8043,A teenage student faced human trafficking in a school in Hyderabad.,High
8044,A young girl was subjected to discrimination inside a government office in Chennai.,Medium
8045,A complaint was lodged about threatening behavior targeting a female traveler in a public park in Chandigarh.,Medium
8046,A complaint was lodged about dowry harassment targeting a teenage student at an IT park in Noida.,Medium
8047,A woman in distress was subjected to discrimination outside a temple in Varanasi.,Medium
8048,A complaint was lodged about domestic violence targeting a teenage student at a police station in Jharkhand.,Medium
8049,A working woman faced domestic violence near a railway station in Mumbai.,Low
8050,A child faced rape attempt at an IT park in Noida.,High
8051,A working woman was subjected to domestic violence in a mall in Pune.,Low
8052,A complaint was lodged about public indecency targeting a female traveler near a coaching center in Kota.,Medium
8053,A complaint was lodged about harassment targeting a young girl near a highway toll booth in Rajasthan.,Medium
8054,A complaint was lodged about physical assault targeting a working woman inside a government office in Chennai.,High
8055,"Fraud case recorded inside a government office in Chennai, impacting a young girl.",Low
8056,An incident of kidnapping involving a domestic worker was reported in a public park in Chandigarh.,High
8057,A female traveler was subjected to threatening behavior at a police station in Jharkhand.,Medium
8058,A domestic worker faced verbal abuse inside a hostel in Punjab.,Medium
8059,A female traveler was subjected to honor killing on a footbridge in Assam.,High
8060,An incident of harassment involving a child was reported near a highway toll booth in Rajasthan.,Medium
8061,A female police officer faced eve-teasing near a highway toll booth in Rajasthan.,Medium
8062,A complaint was lodged about threatening behavior targeting a woman in distress near a railway station in Mumbai.,Medium
8063,A female traveler faced illegal detention inside a hostel in Punjab.,Low
8064,"Forced labor case recorded at a metro station in Delhi, impacting a woman in distress.",High
8065,"Threatening behavior case recorded near a railway station in Mumbai, impacting a female traveler.",Medium
8066,A complaint was lodged about acid attack targeting a single mother in a village in Uttar Pradesh.,High
8067,A teenage student faced eve-teasing outside a temple in Varanasi.,Medium
8068,An incident of eve-teasing involving a domestic worker was reported near a coaching center in Kota.,Medium
8069,"Kidnapping case recorded in a mall in Pune, impacting a married woman.",High
8070,A woman in distress was subjected to illegal detention at a cinema hall in Gujarat.,Low
8071,A single mother faced honor killing in a slum area of Dharavi.,High
8072,"Harassment case recorded in a mall in Pune, impacting a teenage student.",Medium
8073,A teenage student faced eve-teasing near a coaching center in Kota.,Medium
8074,A complaint was lodged about rape attempt targeting a married woman on a footbridge in Assam.,High
8075,"Discrimination case recorded on a footbridge in Assam, impacting a teenage student.",Medium
8076,A teenage student faced chain snatching in a public park in Chandigarh.,Low
8077,A single mother faced child marriage in an apartment complex in Kerala.,High
8078,A single mother faced harassment on a footbridge in Assam.,Medium
8079,A complaint was lodged about domestic violence targeting a female police officer near a highway toll booth in Rajasthan.,Medium
8080,A married woman was subjected to discrimination in a school in Hyderabad.,Medium
8081,A working woman faced verbal abuse at a police station in Jharkhand.,Medium
8082,A working woman was subjected to forced begging at a metro station in Delhi.,Low
8083,An incident of domestic violence involving a teenage student was reported in a busy market in Kolkata.,Medium
8084,A woman in distress faced chain snatching in a public park in Chandigarh.,Medium
8085,A woman in distress faced stalking inside a hostel in Punjab.,Medium
8086,An incident of acid attack involving a domestic worker was reported outside a temple in Varanasi.,High
8087,"Dowry harassment case recorded in a public park in Chandigarh, impacting a woman in distress.",Medium
8088,A child was subjected to stalking in a busy market in Kolkata.,Medium
8089,A woman in distress faced forced labor inside a hostel in Punjab.,High
8090,"Verbal abuse case recorded at an IT park in Noida, impacting a woman in distress.",Low
8091,An incident of dowry harassment involving a female traveler was reported inside a government office in Chennai.,Medium
8092,An incident of child marriage involving a domestic worker was reported in a school in Hyderabad.,High
8093,"Public indecency case recorded near a highway toll booth in Rajasthan, impacting a working woman.",Medium
8094,A complaint was lodged about illegal detention targeting a female police officer near a coaching center in Kota.,Medium
8095,A complaint was lodged about discrimination targeting a single mother near a coaching center in Kota.,Medium
8096,A married woman faced eve-teasing near a highway toll booth in Rajasthan.,Medium
8097,A child faced chain snatching in an apartment complex in Kerala.,Medium
8098,A complaint was lodged about child marriage targeting a single mother near a coaching center in Kota.,High
8099,A single mother was subjected to public indecency on a deserted road in Bihar.,Medium
8100,A young girl faced dowry harassment inside a hostel in Punjab.,Medium
8101,"Illegal detention case recorded near a highway toll booth in Rajasthan, impacting a married woman.",Low
8102,An incident of acid attack involving a married woman was reported near a coaching center in Kota.,High
8103,An incident of domestic violence involving a child was reported in a mall in Pune.,Low
8104,A female police officer faced discrimination in a village in Uttar Pradesh.,Medium
8105,A complaint was lodged about physical assault targeting a young girl near a railway station in Mumbai.,High
8106,An incident of threatening behavior involving a working woman was reported at a metro station in Delhi.,Medium
8107,A young girl faced rape attempt on a crowded bus in Bengaluru.,High
8108,A working woman was subjected to child marriage in a school in Hyderabad.,High
8109,"Cyberbullying case recorded near a highway toll booth in Rajasthan, impacting a teenage student.",Medium
8110,An incident of dowry harassment involving a widow was reported near a coaching center in Kota.,Medium
8111,An incident of molestation involving a domestic worker was reported at a metro station in Delhi.,High
8112,A female police officer was subjected to acid attack on a crowded bus in Bengaluru.,High
8113,A complaint was lodged about neglect targeting a working woman inside a hostel in Punjab.,Low
8114,"Physical assault case recorded inside a hostel in Punjab, impacting a married woman.",High
8115,A female traveler was subjected to domestic violence inside a government office in Chennai.,Low
8116,A female traveler faced acid attack in a village in Uttar Pradesh.,High
8117,"Physical assault case recorded on a deserted road in Bihar, impacting a domestic worker.",High
8118,A complaint was lodged about fraud targeting a female police officer at a police station in Jharkhand.,Medium
8119,A young girl faced stalking at a metro station in Delhi.,Medium
8120,A single mother was subjected to acid attack in a mall in Pune.,High
8121,A married woman was subjected to neglect on a deserted road in Bihar.,Low
8122,A teenage student was subjected to kidnapping near a highway toll booth in Rajasthan.,High
8123,An incident of molestation involving a married woman was reported on a footbridge in Assam.,High
8124,A teenage student faced kidnapping at an IT park in Noida.,High
8125,A woman in distress faced fraud near a coaching center in Kota.,Medium
8126,A complaint was lodged about public indecency targeting a single mother on a crowded bus in Bengaluru.,Medium
8127,A woman in distress faced forced begging near a railway station in Mumbai.,Low
8128,An incident of forced begging involving a child was reported in a school in Hyderabad.,Low
8129,A working woman faced forced labor on a deserted road in Bihar.,High
8130,"Physical assault case recorded near a railway station in Mumbai, impacting a widow.",High
8131,A child faced chain snatching in an apartment complex in Kerala.,Medium
8132,An incident of human trafficking involving a child was reported in a busy market in Kolkata.,High
8133,An incident of molestation involving a married woman was reported in a public park in Chandigarh.,High
8134,A complaint was lodged about fraud targeting a domestic worker in an apartment complex in Kerala.,Medium
8135,"Neglect case recorded at a cinema hall in Gujarat, impacting a domestic worker.",Low
8136,A domestic worker faced fraud in a school in Hyderabad.,Low
8137,A working woman was subjected to eve-teasing inside a hostel in Punjab.,Medium
8138,A female traveler was subjected to stalking in a village in Uttar Pradesh.,Medium
8139,A complaint was lodged about human trafficking targeting a child in a mall in Pune.,High
8140,A female traveler was subjected to cyberbullying in a public park in Chandigarh.,Medium
8141,A complaint was lodged about physical assault targeting a domestic worker on a footbridge in Assam.,High
8142,A teenage student was subjected to illegal detention at a cinema hall in Gujarat.,Medium
8143,"Fraud case recorded at a cinema hall in Gujarat, impacting a married woman.",Low
8144,A complaint was lodged about harassment targeting a female police officer outside a temple in Varanasi.,Medium
8145,An incident of dowry harassment involving a single mother was reported in a slum area of Dharavi.,Medium
8146,A working woman faced dowry harassment in an apartment complex in Kerala.,Medium
8147,A young girl faced threatening behavior near a railway station in Mumbai.,Medium
8148,A complaint was lodged about molestation targeting a working woman near a highway toll booth in Rajasthan.,High
8149,An incident of rape attempt involving a working woman was reported in a school in Hyderabad.,High
8150,An incident of illegal detention involving a female traveler was reported in a public park in Chandigarh.,Medium
8151,A domestic worker was subjected to domestic violence near a coaching center in Kota.,Low
8152,A domestic worker was subjected to threatening behavior in a village in Uttar Pradesh.,Medium
8153,A woman in distress was subjected to discrimination inside a hostel in Punjab.,Medium
8154,A working woman was subjected to illegal detention outside a temple in Varanasi.,Medium
8155,A working woman faced eve-teasing in a public park in Chandigarh.,Medium
8156,A working woman faced stalking inside a government office in Chennai.,Medium
8157,A woman in distress was subjected to child marriage on a deserted road in Bihar.,High
8158,An incident of human trafficking involving a married woman was reported at a police station in Jharkhand.,High
8159,A teenage student was subjected to stalking near a coaching center in Kota.,Medium
8160,"Kidnapping case recorded in a mall in Pune, impacting a woman in distress.",High
8161,An incident of stalking involving a child was reported in a busy market in Kolkata.,Medium
8162,A young girl was subjected to human trafficking inside a hostel in Punjab.,High
8163,A working woman was subjected to forced begging in a public park in Chandigarh.,Medium
8164,"Fraud case recorded in an apartment complex in Kerala, impacting a teenage student.",Low
8165,A widow was subjected to illegal detention in a mall in Pune.,Low
8166,A domestic worker faced human trafficking at a cinema hall in Gujarat.,High
8167,A married woman was subjected to molestation in a busy market in Kolkata.,High
8168,An incident of physical assault involving a teenage student was reported at a metro station in Delhi.,High
8169,A young girl was subjected to cyberbullying in a busy market in Kolkata.,Medium
8170,A complaint was lodged about threatening behavior targeting a young girl at a cinema hall in Gujarat.,Medium
8171,A complaint was lodged about acid attack targeting a child at a police station in Jharkhand.,High
8172,"Eve-teasing case recorded at a metro station in Delhi, impacting a domestic worker.",Medium
8173,A complaint was lodged about human trafficking targeting a married woman in a slum area of Dharavi.,High
8174,A working woman was subjected to molestation near a highway toll booth in Rajasthan.,High
8175,"Harassment case recorded in a school in Hyderabad, impacting a teenage student.",Medium
8176,A complaint was lodged about stalking targeting a domestic worker on a footbridge in Assam.,Medium
